Case Number,Pre Buyout Disclosure Declaration Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Address,ZIP Code,Supervisor District,Analysis Neighborhood,point,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B171020,04/19/2017,08/11/2017,29446.00,,,1,145 Masonic Avenue,94118,1,Lone Mountain/USF,POINT (-122.44758667206791 37.7806482661591),100,12,7,4,18,16,5,2,15,54,1,,,,12
B182653,09/20/2018,10/26/2018,12000.00,,,1,625 Guerrero Street,94110,8,Mission,POINT (-122.42365539657939 37.76116438288122),100,37,3,5,20,19,4,5,2,28859,1,,,,37
B152889,10/19/2015,,,,,,136 Albion Street,94110,8,Mission,POINT (-122.42287788636216 37.76425700815471),100,37,3,5,20,19,4,5,8,28859,2,,,,37
B161973,06/10/2016,,,,,,4103 California Street,94118,1,Inner Richmond,POINT (-122.46142365347492 37.78534710876386),100,5,8,4,11,11,6,2,11,54,1,,,,5
B151551,06/24/2015,,,,,,435 Bright Street,94132,11,Oceanview/Merced/Ingleside,POINT (-122.46363092170095 37.71863251955356),100,64,10,1,24,24,8,6,9,64,2,,,,64
B190890,04/23/2019,08/08/2019,12000.00,,,1,4740 Balboa Street,94121,1,Outer Richmond,POINT (-122.50955463214909 37.77521620257924),100,6,8,4,29,26,6,2,11,55,1,,,,6
B162920,09/13/2016,,,,,,262 Downey Street,94117,5,Haight Ashbury,POINT (-122.44658914787347 37.76440563859757),100,114,7,11,3,9,5,11,15,29492,1,,,,114
B192063,08/19/2019,,,,,,1045 14th Street,94114,8,Castro/Upper Market,POINT (-122.43695188242434 37.767196725338955),100,113,7,5,5,3,5,5,15,28862,1,,,,113
B153321,12/01/2015,11/13/2017,80985.54,,true,1,1667 Green Street,94123,2,Marina,POINT (-122.42652880024728 37.79722102091683),100,102,4,6,13,17,9,1,13,57,1,,,,102
B192279,09/09/2019,,,,,,2310 38th Avenue,94116,4,Sunset/Parkside,POINT (-122.49610740661902 37.74379377171622),100,39,10,7,35,35,8,3,1,29491,1,,,,39
B162665,08/17/2016,10/31/2016,22725.00,,,1,656 Vermont Street,94107,10,Potrero Hill,POINT (-122.40427048043951 37.76138814808955),100,54,2,9,26,29,3,8,10,28856,1,,,,54
B172859,11/09/2017,,,,,,2425 Buchanan Street,94115,2,Pacific Heights,POINT (-122.43121810400727 37.79223406252875),100,102,4,6,30,27,9,1,13,29490,1,,,,102
B180327,01/31/2018,09/04/2018,40000.00,,,1,1290 Grove Street,94117,5,Hayes Valley,POINT (-122.43783557704725 37.77600725848153),100,23,4,11,9,10,5,11,15,29492,1,,,,23
B160086,,01/07/2016,45000.00,,true,1,160 Caselli Avenue,94114,8,Castro/Upper Market,POINT (-122.44227632636012 37.75967697784118),100,115,3,5,5,3,4,5,2,28862,1,,,,115
B182163,07/19/2018,,,,,,1591 Page Street,94117,5,Haight Ashbury,POINT (-122.44695525375943 37.77090750983085),100,25,7,11,3,9,5,11,15,29492,1,,,,25
B161193,03/31/2016,05/04/2016,10000.00,,true,1,1483 27TH Avenue,94122,4,Sunset/Parkside,POINT (-122.48554369426496 37.75979869141073),100,39,10,7,35,35,8,3,1,56,1,,,,39
B182316,07/31/2018,10/31/2018,80000.00,,,1,707 42nd Avenue,94121,1,Outer Richmond,POINT (-122.50274139656167 37.77530887963132),100,8,8,4,29,26,6,2,11,55,1,,,,8
B171588,06/14/2017,,,,,,4024 18th Street,94114,8,Castro/Upper Market,POINT (-122.4333669699192 37.76104774026247),100,38,3,5,5,3,4,5,15,28862,1,,,,38
B162067,06/17/2016,,,,,,347 10th Street,94103,6,South of Market,POINT (-122.41198972771689 37.772218756763976),100,32,1,10,34,34,2,9,8,28853,2,,,,32
B172520,10/02/2017,12/20/2017,19500.00,,,2,1075 14th Street,94114,8,Castro/Upper Market,POINT (-122.43767172313984 37.76714643096486),100,113,7,5,5,3,5,5,15,28862,1,,,,113
B172199,08/29/2017,01/17/2018,32000.00,,,2,1252 Alemany Boulevard,94112,8,Outer Mission,POINT (-122.4320336401228 37.730450462630834),100,94,9,5,28,25,7,5,9,28861,1,,,,94
B182006,07/06/2018,09/25/2018,45000.00,,,1,1338 Jessie Street,94103,6,Mission,POINT (-122.42116112957842 37.77141492310769),100,32,1,10,20,19,2,9,8,28853,2,,,,32
B170614,03/08/2017,,,,,,4628 ANZA Street,94121,1,Outer Richmond,POINT (-122.49779021131211 37.77762467867189),100,8,8,4,29,26,6,2,11,55,1,,,,8
B163803,12/09/2016,03/23/2017,25000.00,,true,2,3938 18th Street,94114,8,Castro/Upper Market,POINT (-122.4314677786192 37.76116226595867),100,38,3,5,5,3,4,5,15,28862,1,,,,38
B151296,05/21/2015,07/07/2015,9000.00,,,2,75 Mangels Avenue,94131,8,West of Twin Peaks,POINT (-122.4392797502076 37.73303392228327),100,95,9,5,41,40,7,5,9,63,1,,,,95
B172180,08/22/2017,,,,,,120 Webster Street,94102,5,Hayes Valley,POINT (-122.42865581608238 37.771877361553145),100,27,4,11,9,10,9,11,7,28852,1,,,,27
B183227,11/27/2018,03/05/2019,22500.00,,true,2,29 Lincoln Way,94122,5,Inner Sunset,POINT (-122.45817799610624 37.766035602723605),100,109,7,11,14,12,5,11,15,29492,1,,,,109
B193185,12/06/2019,,,,,,217 Vicksburg Street,94114,8,Noe Valley,POINT (-122.42854653976788 37.75225453653456),100,84,3,5,22,22,4,5,2,28862,1,,,,84
B200219,01/29/2020,,,,,,2008 Lombard Street,94123,2,Marina,POINT (-122.4345979368319 37.80015302584761),100,17,4,6,13,17,9,1,13,57,1,,,,17
B160836,03/02/2016,,,,,,523 Chestnut Street,94133,3,North Beach,POINT (-122.41210794868489 37.803849602855834),100,106,6,3,23,23,1,10,3,308,1,,,,106
B161103,03/21/2016,,,,,,1508 McAllister Street,94115,5,Western Addition,POINT (-122.43689892059017 37.77804292565776),100,97,4,11,39,41,5,11,15,29490,1,,,,97
B192446,09/23/2019,,,,,,495 32nd Avenue,94121,1,Outer Richmond,POINT (-122.49232436539924 37.779880595314786),100,8,8,4,29,26,6,2,11,55,2,,,,8
B163294,10/13/2016,,,,,,308 Duncan Street,94131,8,Noe Valley,POINT (-122.42714730804258 37.74614366322602),100,84,9,5,22,22,7,5,2,63,1,,,,84
B171354,05/22/2017,,,,,,535 Clayton Street,94117,5,Haight Ashbury,POINT (-122.44878210618441 37.77039482680002),100,25,7,11,3,9,5,11,15,29492,1,,,,25
B151788,07/14/2015,,,,,,1329 Stevenson Street,94103,6,Mission,POINT (-122.4216425801807 37.771136173510456),100,32,1,10,20,19,2,9,8,28853,2,,,,32
B152072,08/07/2015,,,,,,616 La Grande Avenue,94112,11,Excelsior,POINT (-122.42698973140953 37.71650645767962),100,90,9,1,7,5,7,6,9,28861,2,,,,90
B172601,10/17/2017,,,,,,486 44th Avenue,94121,1,Outer Richmond,POINT (-122.50505481313552 37.77946476165667),100,6,8,4,29,26,6,2,11,55,1,,,,6
B180890,03/19/2018,,,,,,3360 Octavia Street,94123,2,Marina,POINT (-122.42991507922771 37.80316284725211),100,17,4,6,13,17,9,1,13,57,1,,,,17
B162290,07/08/2016,10/06/2016,36643.20,,,2,862 York Street,94110,9,Mission,POINT (-122.40879170249389 37.7582681959366),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B191523,06/28/2019,,,,,,331 Church Street,94114,8,Castro/Upper Market,POINT (-122.42871442771015 37.765623559348704),100,37,3,5,5,3,4,5,8,28862,1,,,,37
B200134,01/17/2020,,,,,,2514 35th Avenue,94116,4,Sunset/Parkside,POINT (-122.49262884565763 37.740129717226985),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B181606,05/14/2018,,,,,,12 Palm Avenue,94118,2,Presidio Heights,POINT (-122.45798824664993 37.78558289166221),100,11,8,6,31,31,6,1,11,54,1,,,,11
B191755,07/25/2019,,,,,,603 Capp Street,94110,9,Mission,POINT (-122.41774860951712 37.757031418505996),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B170255,02/09/2017,,,,,,550 4th Avenue,94118,1,Inner Richmond,POINT (-122.46187814954872 37.778249550384636),100,5,8,4,11,11,6,2,11,54,1,,,,5
B191160,05/21/2019,07/18/2019,25593.00,,true,3,849 Santiago Street,94116,4,Sunset/Parkside,POINT (-122.47633305726008 37.744844648628366),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B180918,,03/23/2018,20833.33,,,3,2876 16th Street,94103,9,Mission,POINT (-122.41697798112402 37.76527467252136),100,53,3,2,20,19,4,7,8,28853,2,,,,53
B191262,06/10/2019,,,,,,846 Shotwell Street,94110,9,Mission,POINT (-122.41548330800944 37.75488066200819),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B180310,01/31/2018,,,,,,1051 Post Street,94109,6,Tenderloin,POINT (-122.4191176409574 37.786881429446495),100,50,4,10,36,36,9,9,13,28858,2,,,,50
B182832,10/10/2018,01/03/2019,15000.00,,,1,820 Green Street,94133,3,Russian Hill,POINT (-122.41267271145685 37.799108793238894),100,107,6,3,32,32,1,10,3,308,1,,,,107
B173033,12/04/2017,05/16/2018,75000.00,,,1,15 White Street,94109,3,Russian Hill,POINT (-122.419599300923 37.797329158188575),100,107,6,3,32,32,1,10,5,28858,1,,,,107
B173047,12/08/2017,,,,,,5600 Fulton Street,94121,1,Outer Richmond,POINT (-122.49173743905808 37.77228579910595),100,8,8,4,29,26,6,2,11,55,1,,,,8
B181934,06/25/2018,,,,,,3040 Fulton Street,94118,1,Inner Richmond,POINT (-122.46421290621657 37.77362725999868),100,5,8,4,11,11,6,2,11,54,1,,,,5
B172056,08/09/2017,,,,,,759 6th Avenue,94118,1,Inner Richmond,POINT (-122.46388376838665 37.774347673392356),100,5,8,4,11,11,6,2,11,54,1,,,,5
B190479,03/04/2019,04/24/2019,10500.00,,,2,127 Ellert Street,94110,9,Bernal Heights,POINT (-122.41751625922566 37.73844567334819),100,61,9,2,2,2,7,7,2,28859,1,,,,61
B182500,08/20/2018,,,,,,76 Mallorca Way,94123,2,Marina,POINT (-122.43743753240201 37.80165430914447),100,17,4,6,13,17,9,1,13,57,1,,,,17
B163925,12/19/2016,11/09/2017,12500.00,,,2,1923 Oak Street,94117,5,Haight Ashbury,POINT (-122.45099938414691 37.77136042526294),100,25,7,11,3,9,5,11,15,29492,1,,,,25
B181490,05/08/2018,08/15/2018,193750.00,,,1,56 Mason Street,94102,6,Tenderloin,POINT (-122.40915591543965 37.78387638561761),100,19,5,10,36,36,10,9,14,28852,2,1,,1,19
B171165,05/04/2017,,,,,,1450 Broadway Street,94109,3,Russian Hill,POINT (-122.42098119426167 37.796139031481),89.04,105,4,3,32,32,9,10,13,28858,1,,,,105
B181020,03/29/2018,,,,,,390 Liberty Street,94114,8,Castro/Upper Market,POINT (-122.42991665374039 37.757276290900215),100,52,3,5,5,3,4,5,2,28862,1,,,,52
B183490,12/31/2018,03/11/2019,30000.00,,,3,2604 Gough Street,94123,2,Marina,POINT (-122.42703797210645 37.79727769058229),100,15,4,6,13,17,9,1,13,57,1,,,,15
B190318,02/11/2019,07/11/2019,85000.00,,,1,318 San Jose Avenue,94110,8,Mission,POINT (-122.42147890884644 37.75002365938976),100,53,3,5,20,19,4,5,2,28859,1,,,,53
B170645,03/17/2017,,,,,,633 Oak Street,94117,5,Hayes Valley,POINT (-122.42973536457059 37.77406174260841),100,26,4,11,9,10,9,11,7,29492,1,,,,26
B183097,11/06/2018,,,,,,1070 Vallejo Street,94133,3,Nob Hill,POINT (-122.41484205631987 37.797880310515346),100,107,6,3,21,21,1,10,5,308,1,,,,107
B183379,12/10/2018,,,,,,1462 San Bruno Avenue,94110,10,Mission,POINT (-122.40411479703933 37.750018347849895),100,54,3,9,20,19,4,8,10,28859,1,,,,54
B162056,06/13/2016,08/17/2016,19585.77,,,2,5811 Mission Street,94112,11,Excelsior,POINT (-122.45067733953746 37.70943248451739),100,58,9,1,7,5,7,6,9,28861,2,,,,58
B180342,01/31/2018,,,,,,1290 Grove Street,94117,5,Hayes Valley,POINT (-122.43783557704725 37.77600725848153),100,23,4,11,9,10,5,11,15,29492,1,,,,23
B182272,07/23/2018,,,,,,1376 Natoma Street,94103,9,Mission,POINT (-122.4185218666597 37.76714598614443),100,53,3,2,20,19,4,7,8,28853,2,,,,53
B182615,09/11/2018,,,,,,1264 Page Street,94117,5,Haight Ashbury,POINT (-122.44162737252599 37.77170431680374),100,112,7,11,3,9,5,11,15,29492,1,,,,112
B182054,07/12/2018,,,,,,3322 balboa Street,94121,1,Outer Richmond,POINT (-122.49437927948338 37.77591014366568),100,8,8,4,29,26,6,2,11,55,1,,,,8
B180664,03/06/2018,,,,,,105 Fillmore Street,94117,5,Hayes Valley,POINT (-122.43022018942123 37.77056261844575),100,28,7,11,9,10,9,11,15,29492,1,,,,28
B163797,12/07/2016,,,,,,533 Union Street,94133,3,North Beach,POINT (-122.40815435198397 37.800520505006205),100,106,6,3,23,23,1,10,3,308,2,,,,106
B190138,01/18/2019,,,,,,1973 Sutter Street,94115,5,Japantown,POINT (-122.43269471608872 37.78610969401494),100,101,4,11,15,13,9,11,13,29490,2,,,,101
B163860,12/19/2016,,,,,,530 scott Street,94117,5,Hayes Valley,POINT (-122.43594516655274 37.7745856335328),100,23,4,11,9,10,5,11,15,29492,1,,,,23
B152274,08/24/2015,12/01/2015,30000.00,,true,1,619 Capp Street,94110,9,Mission,POINT (-122.41772514280828 37.756786107768065),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B182019,07/10/2018,12/12/2018,32000.00,,,2,402 Prentiss Street,94110,9,Bernal Heights,POINT (-122.41221300926041 37.73819216829952),100,83,9,2,2,2,7,7,10,28859,1,,,,83
B170528,03/01/2017,,,,,,368 Arguello Boulevard,94118,2,Presidio Heights,POINT (-122.4590283264392 37.78438269067607),100,11,8,6,31,31,6,1,11,54,1,,,,11
B171684,06/22/2017,09/22/2017,29042.50,,,2,3839 Folsom Street,94110,9,Bernal Heights,POINT (-122.41327608902314 37.73872001922655),100,83,9,2,2,2,7,7,10,28859,1,,,,83
B191926,08/09/2019,,,,,,135 Wilde Avenue,94134,10,Visitacion Valley,POINT (-122.40046159820764 37.716435266436676),100,91,9,9,40,39,7,8,10,309,2,,,,91
B172618,10/18/2017,,,,,,1739 Larkin Street,94109,3,Russian Hill,POINT (-122.41972921991002 37.79381329654893),100,105,6,3,32,32,9,10,13,28858,1,,,,105
B191762,07/15/2019,,,,,,222 Molimo Drive,94127,7,West of Twin Peaks,POINT (-122.44988829818632 37.73699919710351),100,72,9,8,41,40,7,4,9,59,1,,,,72
B182417,08/15/2018,11/14/2018,25000.00,,,1,288 Thrift Street,94112,11,Oceanview/Merced/Ingleside,POINT (-122.46223326767931 37.717484972758726),100,81,10,1,24,24,8,6,9,28861,2,,,,81
B161114,03/23/2016,,,,,,2232 North Point Street,94123,2,Marina,POINT (-122.4439998596171 37.80276177911378),100,17,4,6,13,17,9,1,13,57,1,,,,17
B162295,07/11/2016,,,,,,1816 Hyde Street,94109,3,Russian Hill,POINT (-122.41865106966532 37.79751824123944),100,107,6,3,32,32,1,10,5,28858,1,,,,107
B181038,04/02/2018,,,,,,202 Louisburg Street,94112,11,Oceanview/Merced/Ingleside,POINT (-122.45021338416792 37.720456352181614),100,81,10,1,24,24,8,6,9,28861,2,,,,81
B170339,02/16/2017,04/09/2018,23788.40,,,2,2364 Pacific Avenue,94115,2,Pacific Heights,POINT (-122.43417198170319 37.79348134118171),100,102,4,6,30,27,9,1,13,29490,1,,,,102
B181043,04/02/2018,,,,,,14 Palm Avenue,94118,2,Presidio Heights,POINT (-122.45798552261192 37.785544704811166),100,11,8,6,31,31,6,1,11,54,1,,,,11
B171866,07/17/2017,,,,,,476 Ellington Avenue,94112,11,Outer Mission,POINT (-122.44787104705091 37.71141215805565),100,66,9,1,28,25,7,6,9,28861,2,,,,66
B191760,07/25/2019,,,,,,4740 Balboa Street,94121,1,Outer Richmond,POINT (-122.50955463214909 37.77521620257924),100,6,8,4,29,26,6,2,11,55,1,,,,6
B150599,03/18/2015,,,,,,3900 Cabrillo Street,94121,1,Outer Richmond,POINT (-122.50043582630778 37.77376028376171),100,8,8,4,29,26,6,2,11,55,1,,,,8
B170995,04/10/2017,,,,,,750 Guerrero Street,94110,8,Mission,POINT (-122.4236928197777 37.75914077272072),100,37,3,5,20,19,4,5,2,28859,1,,,,37
B162191,06/28/2016,,,,,,445 O’Farrell Street,,,,,,,,,,,,,,,,,,,
B161470,04/27/2016,,,,,,87 Forest View Drive,94132,7,Sunset/Parkside,POINT (-122.48373757966462 37.73264493425305),100,62,10,8,35,35,8,4,1,64,1,,,,62
B182199,07/19/2018,,,,,,1055 Mason Street,94108,3,Nob Hill,POINT (-122.41121892991819 37.79339816083511),100,16,6,3,21,21,1,10,3,28857,1,,,,16
B162860,09/08/2016,,,,,,3160 clay Street,94115,2,Pacific Heights,POINT (-122.44513582729934 37.78938991071832),100,102,8,6,30,27,6,1,13,29490,1,,,,102
B153009,12/11/2015,,,,,,911 Guerrero Street,94110,8,Mission,POINT (-122.42321944638566 37.756615437062244),100,52,3,5,20,19,4,5,2,28859,1,,,,52
B151328,05/28/2015,,,,,,359 6th Avenue,94118,1,Inner Richmond,POINT (-122.46442180746611 37.781815230286384),100,5,8,4,11,11,6,2,11,54,1,,,,5
B172148,,08/22/2017,18000.00,,,5,1968 quint Street,94124,10,Bayview Hunters Point,POINT (-122.40029045152792 37.733217189429205),100,87,2,9,1,1,3,8,10,58,2,,,,87
B172734,10/30/2017,,,,,,673 Shotwell Street,94110,9,Mission,POINT (-122.41561320181852 37.75768793234148),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B151969,07/27/2015,,,,,,349 Corbett Avenue,94114,8,Castro/Upper Market,POINT (-122.44538808439309 37.759771804804465),100,115,7,5,5,3,5,5,15,28862,1,,,,115
B170609,03/07/2017,,,,,,1469 pine Street,94109,3,Nob Hill,POINT (-122.41997118552833 37.78963771546704),100,50,4,3,21,21,9,10,13,28858,1,,,,50
B172196,08/28/2017,,,,,,1233 Vallejo Street,94109,3,Russian Hill,POINT (-122.417585529192 37.79742217961948),100,107,6,3,32,32,1,10,5,28858,1,,,,107
B181732,,06/01/2018,50000.00,,,2,209 Lincoln Way,94122,5,Inner Sunset,POINT (-122.46014118775864 37.766110936975686),100,109,7,11,14,12,5,11,15,29492,1,,,,109
B162565,08/10/2016,05/05/2017,27000.00,,,1,131 Charles Street,94131,8,Glen Park,POINT (-122.42581944191082 37.73836896148615),100,59,9,5,10,7,7,5,2,63,1,,,,59
B152720,10/05/2015,,,,,,242 Missouri Street,94107,10,Potrero Hill,POINT (-122.39667578571678 37.76330138979698),100,54,2,9,26,29,3,8,14,28856,1,,,,54
B163195,10/04/2016,,,,,,211 Chattanooga Street,94114,8,Noe Valley,POINT (-122.4264038150725 37.75316847484385),100,52,3,5,22,22,4,5,2,28862,1,,,,52
B161517,04/28/2016,,,,,,22 day Street,94110,8,Noe Valley,POINT (-122.42334728655297 37.74315580495262),100,84,9,5,22,22,7,5,2,28859,1,,,,84
B200181,01/23/2020,,,,,,1113 Hampshire Street,94110,9,Mission,POINT (-122.40736996717462 37.75428343594592),100,53,3,2,20,19,4,7,10,28859,1,,,,53
B153000,10/29/2015,01/19/2016,40000.00,,,1,542 London Street,94112,11,Excelsior,POINT (-122.43696536098001 37.72056740693989),100,90,9,1,7,5,7,6,9,28861,2,,,,90
B160652,02/18/2016,05/16/2016,34000.00,,,2,726 Clementina Street,94103,6,South of Market,POINT (-122.41110837217963 37.77512899713597),100,32,1,10,34,34,2,9,8,28853,2,,,1,32
B190255,02/05/2019,,,,,,2009 Fulton Street,94117,5,Lone Mountain/USF,POINT (-122.44988593893267 37.77531775272379),100,24,7,11,18,16,5,11,15,29492,1,,,,24
B153307,11/30/2015,12/30/2015,34500.00,,,1,180 Guerrero Street,94103,8,Mission,POINT (-122.42457536130752 37.7683426614636),100,37,3,5,20,19,4,5,8,28853,2,,,,37
B193174,12/02/2019,,,,,,1540 15th Street,94103,9,Mission,POINT (-122.4186260322327 37.76680685666448),100,53,3,2,20,19,4,7,8,28853,2,,,,53
B173032,12/05/2017,04/24/2018,35000.00,,true,1,1938 18th Avenue,94116,7,Inner Sunset,POINT (-122.47516933589415 37.75169545969606),100,44,10,8,14,12,8,4,1,29491,1,,,,44
B171757,07/07/2017,,,,,,210 Somerset Street,94134,9,Portola,POINT (-122.40856490016213 37.72883922568621),100,91,2,2,25,28,3,7,10,309,2,,,,91
B171150,05/03/2017,09/11/2017,51375.00,,,3,185 19th Avenue,94121,1,Outer Richmond,POINT (-122.47868329019566 37.784480894428945),100,2,8,4,29,26,6,2,11,55,2,,,,2
B183405,12/19/2018,,,,,,2240 15th Avenue,94116,7,West of Twin Peaks,POINT (-122.47122141440339 37.74620795258894),100,44,10,8,41,40,8,4,1,29491,1,,,,44
B181764,06/08/2018,,,,,,1269 Dolores Street,94110,8,Mission,POINT (-122.42475508037656 37.749146690736005),100,52,3,5,20,19,4,5,2,28859,1,,,,52
B170328,02/14/2017,,,,,,1454 6th Avenue,94122,5,Inner Sunset,POINT (-122.46284485722171 37.76130261926252),100,109,7,11,14,12,5,11,1,56,1,,,,109
B160264,01/26/2016,,,,,,833 Broderick Street,94115,5,Western Addition,POINT (-122.44017128181736 37.777894597986275),100,97,7,11,39,41,5,11,15,29490,1,,,,97
B170846,03/28/2017,,,,,,120 Ellis Street,94102,3,Tenderloin,POINT (-122.40822013186153 37.78550718115183),100,19,5,3,36,36,10,10,14,28852,2,1,,,19
B152065,08/03/2015,,,,,,51 Cervantes Boulevard,94123,2,Marina,POINT (-122.4381084776746 37.80339395034668),100,17,4,6,13,17,9,1,13,57,1,,,,17
B160819,02/23/2016,05/12/2016,60000.00,,,1,113 Bartlett Street,94110,9,Mission,POINT (-122.41978004609062 37.75514324037102),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B163380,10/21/2016,01/09/2017,12000.00,,,2,179 Burnside Avenue,94131,8,West of Twin Peaks,POINT (-122.43871124255553 37.73367249506581),100,95,9,5,41,40,7,5,9,63,1,,,,95
B151756,07/13/2015,,,,,,31 Cortland Avenue,94110,9,Bernal Heights,POINT (-122.42228948506707 37.740864680075255),100,83,9,2,2,2,7,7,2,28859,1,,,,83
B160152,01/15/2016,04/15/2016,25000.00,,,1,1237 Masonic Avenue,94117,5,Haight Ashbury,POINT (-122.44535685777646 37.76985119359618),100,25,7,11,3,9,5,11,15,29492,1,,,,25
B163879,12/22/2016,,,,,,3039 california Street,94115,2,Presidio Heights,POINT (-122.44440605585172 37.787515450508664),100,103,8,6,31,31,6,1,13,29490,1,,,,103
B162199,06/28/2016,,,,,,445 O’Farrell Street,,,,,,,,,,,,,,,,,,,
B162205,06/28/2016,12/03/2018,70500.00,,,1,3337 22nd Street,94110,8,Mission,POINT (-122.42192572231286 37.755191194762105),100,52,3,5,20,19,4,5,2,28859,1,,,,52
B161407,04/21/2016,,,,,,233 Vicksburg Street,94114,8,Noe Valley,POINT (-122.42853630014213 37.75214028043955),100,84,3,5,22,22,4,5,2,28862,1,,,,84
B183384,12/10/2018,,,,,,1462 San Bruno Avenue,94110,10,Mission,POINT (-122.40411479703933 37.750018347849895),100,54,3,9,20,19,4,8,10,28859,1,,,,54
B162724,08/23/2016,09/26/2016,9000.00,,true,3,1467 Waller Street,94117,5,Haight Ashbury,POINT (-122.44789180663795 37.768879113348596),100,25,7,11,3,9,5,11,15,29492,1,,,,25
B170178,01/31/2017,01/06/2020,145000.00,,,2,1455 South Van Ness Avenue,94110,9,Mission,POINT (-122.41596803013543 37.74990405707325),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B192819,10/01/2019,,,,,,1363 South Van Ness Avenue,94110,9,Mission,POINT (-122.41611112394098 37.751381445022325),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B191499,06/21/2019,,,,,,1900 Jefferson Street,94123,2,Marina,POINT (-122.4438661689671 37.80469068516823),100,17,4,6,13,17,9,1,13,57,1,,,,17
B170229,02/02/2017,,,,,,137 clayton Street,94117,5,Lone Mountain/USF,POINT (-122.44952701167584 37.77410508298289),100,24,7,11,18,16,5,11,15,29492,1,,,,24
B150606,03/23/2015,05/11/2015,21000.00,,,7,273 Munich Street,94112,11,Excelsior,POINT (-122.42645464654203 37.72128258210153),100,90,9,1,7,5,7,6,9,28861,2,,,,90
B172452,09/25/2017,,,,,,270 Sweeny Street,94134,9,Portola,POINT (-122.41052969034695 37.732237189200795),100,91,2,2,25,28,3,7,10,309,2,,,,91
B170859,03/29/2017,,,,,,2743 Hyde Street,94109,2,Russian Hill,POINT (-122.42053324749011 37.80612223444562),100,98,6,6,32,32,1,1,5,28858,1,,,,98
B182204,07/19/2018,,,,,,643 Webster Street,94117,5,Hayes Valley,POINT (-122.42978015894327 37.77660766218735),100,22,4,11,9,10,9,11,7,29492,1,,,,22
